VIN,Type,Year,Make,Model,Body,Doors,Ext_Color_Generic,Int_Color_Generic,EngineCylinders,Transmission,Miles,SellingPrice,Engine_Block_Type,Engine_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,MarketClass,PassengerCapacity
YTSXRDTZC9S60562D,Used,2016,Jeep,Cherokee,Sport Utility,4,Silver,Black,4,Automatic,79019,14998,I,Regular Unleaded I-4 2.4 L/144,4WD,Gasoline Fuel,21,28,4WD Sport Utility Vehicles,5
G635B6YUFEHHZ1M9K,Used,2023,Nissan,Sentra,4dr Car,4,Red,Beige,4,Variable,32778,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
SY85F8C7GG5H8DTDV,Used,2021,Mazda,Mazda3 Sedan,4dr Car,4,White,Black,4,Automatic,70547,14998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,26,35,4-door Compact Passenger Car,5
PV7RCCAU2TA4EV7N1,New,2018,Nissan,Maxima,4dr Car,4,Black,Gray,6,Variable,0,14998,V,Premium Unleaded V-6 3.5 L/213,FWD,Gasoline Fuel,21,30,4-door Mid-Size Passenger Car,5
ZA1BRZUSWN8G1D1N4,New,2020,Nissan,Kicks,Sport Utility,4,Black,Gray,4,Variable,0,14998,I,Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,31,36,4-door Mid-Size Passenger Car,5
LL51XLJVHX8SFB3BH,Used,2018,Ford,Mustang,Convertible,2,Red,Black,4,Automatic,69015,14998,I,Intercooled Turbo Premium Unleaded I-4 2.3 L/140,RWD,Gasoline Fuel,20,28,2-door Sub-Compact Passenger Car,4
JK8E3Y5Y9S21G6FPA,Used,2018,Honda,Accord Sedan,4dr Car,4,Tan,Gray,4,Variable,72548,14998,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,30,38,4-door Large Passenger Car,5
BBC351RU8TE5CYG0H,Used,2017,Chrysler,300,4dr Car,4,Gray,Black,6,Automatic,78176,14998,V,Regular Unleaded V-6 3.6 L/220,AWD,Gasoline Fuel,18,27,4-door Large Passenger Car,5
ABJMNA48PXJSMGZMW,Used,2019,Ram,1500 Classic,Regular Cab Pickup,2,White,Gray,8,Automatic,71380,14998,V,Regular Unleaded V-8 5.7 L/345,RWD,Gasoline Fuel,15,22,2WD Standard Pickup Trucks,3
GK0M03V3TZHVRKBHK,Used,2018,Mercedes-Benz,GLA,Sport Utility,4,White,Black,4,Automatic,73921,14998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,24,33,2WD Sport Utility Vehicles,5
R9NJ9N93MH1DKD0G0,New,2021,Kia,Forte,4dr Car,4,Black,Black,4,Variable,0,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,40,4-door Mid-Size Passenger Car,5
2SAUUYY3SJSC74LLA,New,2020,Hyundai,Santa Fe,Sport Utility,4,Gray,Black,4,Automatic,0,14998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,22,29,2WD Sport Utility Vehicles,5
SBDSWY8HGTTAM8RH9,Used,2018,Hyundai,Kona,Sport Utility,4,Black,Black,4,Automatic,65162,14998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,28,32,2WD Sport Utility Vehicles,5
NEXXTM01N3YVKFDR5,Used,2019,Hyundai,Sonata,4dr Car,4,Gray,Black,4,Automatic,57633,14998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,33,4-door Large Passenger Car,5
HZ077D652Z51RANSG,Used,2021,Toyota,Corolla,4dr Car,4,Red,Black,4,Variable,63129,14998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,30,38,4-door Compact Passenger Car,5
3KFNAFFYGXBTWCYKR,Used,2020,Honda,Civic Sedan,4dr Car,4,Silver,Black,4,Variable,74314,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,38,4-door Mid-Size Passenger Car,5
A9AXHFX4BV3PV7C0Z,Used,2020,Subaru,Impreza,Hatchback,4,Red,Beige,4,Variable,71084,14998,,Regular Unleaded H-4 2.0 L/122,AWD,Gasoline Fuel,28,36,Small Wagon,5
3N0CLV33H62JVGBBE,New,2021,Kia,Soul,Hatchback,4,Black,Black,4,Variable,0,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,35,Small Wagon,5
5L7SFFDC2LP3VKY3J,New,2020,Nissan,Altima,4dr Car,4,White,Gray,4,Variable,0,14998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
2JPRYLC8L52Z8UHAW,New,2018,Honda,Civic Coupe,2dr Car,2,Silver,Black,4,Variable,0,14998,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,31,40,2-door Compact Passenger Car,5
XZLUZLB0V3MJ2NM36,Used,2021,Honda,HR-V,Sport Utility,4,Brown,Black,4,Variable,75339,14998,I,Regular Unleaded I-4 1.8 L/110,AWD,Gasoline Fuel,26,31,Small Wagon,5
AL25REMZ7AB8KNHA2,New,2021,Toyota,Corolla,4dr Car,4,Blue,Gray,4,Variable,0,14998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,30,38,4-door Compact Passenger Car,5
ZTWNE1EN5J73M4A3B,Used,2021,Honda,HR-V,Sport Utility,4,Black,Black,4,Variable,38291,14998,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,28,34,Small Wagon,5
37S1D1S9W2W544282,New,2024,Nissan,Sentra,4dr Car,4,Black,Gray,4,Variable,0,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,40,4-door Mid-Size Passenger Car,5
HJP9VTFK4Y88X70SX,Used,2019,Chevrolet,Colorado,Extended Cab Pickup,2,White,Gray,4,Automatic,68030,14998,I,Gas I4 2.5L/150,RWD,Gasoline Fuel,20,26,2WD Small Pickup Trucks,2
U99DZUP5SAVCHT9PP,Used,2021,Hyundai,Elantra,4dr Car,4,Black,Gray,4,Variable,34752,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,31,41,4-door Mid-Size Passenger Car,5
SJD34J8FNVJE8GZ7W,Used,2021,Kia,Sportage,Sport Utility,4,White,Black,4,Automatic,47553,14998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,23,30,2WD Sport Utility Vehicles,5
YDK40UCN2YUK7MJKM,Used,2021,Hyundai,Kona,Sport Utility,4,Silver,Black,4,Automatic,66299,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,27,33,2WD Sport Utility Vehicles,5
DU0R33PULS8H491T1,New,2018,Nissan,Rogue,Sport Utility,4,Silver,Gray,4,Variable,0,14998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,26,33,2WD Sport Utility Vehicles,5
SKKEXJETVVZD3B2NX,New,2019,Kia,Optima,4dr Car,4,Black,Black,4,Automatic,0,14998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,24,33,4-door Large Passenger Car,5
BEA68T092J5S1T2EE,Used,2020,Nissan,Rogue,Sport Utility,4,Blue,Gray,4,Variable,65504,14998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,26,33,2WD Sport Utility Vehicles,5
5RK0FNBSKWXVFJXV5,Used,2021,Nissan,Sentra,4dr Car,4,Gray,Gray,4,Variable,41362,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
GKEJVSF7TNNK6JWK4,Used,2021,Nissan,Sentra,4dr Car,4,Black,Gray,4,Variable,78660,14998,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
UUHUP57F1C05SWESU,Used,2018,Volkswagen,Tiguan,Sport Utility,4,Blue,Gray,4,Automatic,64722,14998,I,Intercooled Turbo Regular Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,22,27,2WD Sport Utility Vehicles,7
SG3JU5HC33B300HNM,Used,2019,Hyundai,Sonata,4dr Car,4,Black,Tan,4,Automatic,59472,14998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,33,4-door Large Passenger Car,5
KFZXTSJ0TZNVZHSCX,Used,2019,Kia,Optima,4dr Car,4,White,Black,4,Automatic,51370,14998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,24,33,4-door Large Passenger Car,5
LRYP7NJ1G3S8K67AL,New,2017,Audi,A3 Sedan,4dr Car,4,Gray,Black,4,Automatic,0,14998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,Gasoline Fuel,24,31,4-door Sub-Compact Passenger Car,5
KJ3VJXT0F140TN30F,Used,2020,Kia,Optima,4dr Car,4,Gray,Black,4,Automatic,59198,14998,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,24,32,4-door Large Passenger Car,5
HNR0XNR99JYS631F5,Used,2020,Nissan,Altima,4dr Car,4,Red,Gray,4,Variable,76764,14998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
S7MHKN3MY4KNKTNJ0,Used,2016,Jeep,Wrangler Unlimited,Convertible,4,White,Black,6,Automatic,93849,14998,V,Regular Unleaded V-6 3.6 L/220,4WD,Gasoline Fuel,16,20,4WD Sport Utility Vehicles,5
X88T5TJ2S28ULHJSS,Used,2017,Toyota,Camry,4dr Car,4,Black,Black,4,Automatic,67726,14998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,24,33,4-door Mid-Size Passenger Car,5
42GMX7R5PFLA9B3UW,Used,2022,Toyota,Corolla,4dr Car,4,Silver,Gray,4,Variable,43365,15197,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,30,38,4-door Compact Passenger Car,5
FYA3FRN7YPT0FETK9,Used,2015,Dodge,Challenger,2dr Car,2,White,Black,6,Automatic,35688,15198,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,30,2-door Mid-Size Passenger Car,5
YS8XK05BZ0MA7XBFM,Used,2015,Mercedes-Benz,M-Class,Sport Utility,4,Black,Black,6,Automatic,79271,15198,V,Premium Unleaded V-6 3.5 L/213,AWD,Gasoline Fuel,17,22,4WD Sport Utility Vehicles,5
LYKBW5B29ZPZZV6HL,Used,2018,Honda,Civic Sedan,4dr Car,4,,Gray,4,Variable,54293,15198,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,31,40,4-door Mid-Size Passenger Car,5
TW1VPFREFA45JF2PZ,Used,2017,BMW,4 Series,Hatchback,4,White,Black,4,Automatic,74131,15198,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,23,34,4-door Compact Passenger Car,5
2JHU6JHZNSWL10WN6,Used,2018,Nissan,Rogue,Sport Utility,4,Silver,Gray,4,Variable,47206,15198,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,25,32,4WD Sport Utility Vehicles,5
2VYMMBFY7T08N8YV3,Used,2021,Nissan,Kicks,Sport Utility,4,Black,Gray,4,Variable,46471,15298,I,Regular Unleaded I-4 1.6 L/98,FWD,Gasoline Fuel,31,36,4-door Mid-Size Passenger Car,5
LJ7KWSBKYFNPB50JE,Used,2023,Mitsubishi,Outlander Sport,Sport Utility,4,Red,Black,4,Variable,40831,15298,I,Regular Unleaded I-4 2.0 L/122,4WD,Gasoline Fuel,23,29,4WD Sport Utility Vehicles,5
T7HU1JG03B133XD2J,Used,2018,Honda,Civic Sedan,4dr Car,4,White,Black,4,Variable,58540,15398,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,31,40,4-door Mid-Size Passenger Car,5
CHTKU6P0ZY67FV6PZ,Used,2020,Toyota,Corolla,4dr Car,4,Blue,Black,4,Variable,31122,15497,I,Regular Unleaded I-4 2.0 L/121,FWD,Gasoline Fuel,31,40,4-door Compact Passenger Car,5
W0XGHYEYHC5PZWWHR,Used,2022,Kia,Forte,4dr Car,4,Red,Black,4,Automatic,26228,15498,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,27,35,4-door Mid-Size Passenger Car,5
5ZBAV9YGNR6WYSUDH,Used,2017,Chrysler,Pacifica,"Mini-van, Passenger",4,White,Black,6,Automatic,63787,15498,V,Regular Unleaded V-6 3.6 L/220,FWD,Gasoline Fuel,19,28,2WD Minivans,7
4RR78EMV72FHNMP2T,Used,2020,Chevrolet,Camaro,Convertible,2,Gray,Black,6,Automatic,78275,15498,V,Gas V6 3.6L/222,RWD,Gasoline Fuel,19,31,2-door Compact Passenger Car,4
4D2797JTA094NYY5V,Used,2018,Mazda,Mazda3 4-Door,4dr Car,4,Red,Black,4,Manual,58370,15498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,25,34,4-door Compact Passenger Car,5
F12ZJHVNTNDMFS7CK,Used,2023,Hyundai,Elantra Hybrid,4dr Car,4,Red,Black,4,Automatic,65896,15498,I,Gas/Electric I-4 1.6 L/96,FWD,Hybrid Fuel,53,56,4-door Mid-Size Passenger Car,5
JH7AGZY19KJTRGG5B,New,2019,Chevrolet,Equinox,Sport Utility,4,White,Black,4,Automatic,0,15498,I,Turbocharged Gas I4 1.5L/92,FWD,Gasoline Fuel,26,32,2WD Sport Utility Vehicles,5
TYN0GFU8YG6PXRTN2,Used,2021,Mazda,CX-3,Sport Utility,4,Red,Black,4,Automatic,61494,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,34,4-door Compact Passenger Car,5
JM4T8PVXTND14A18F,New,2015,Mazda,MX-5 Miata,Convertible,2,Silver,Black,4,Automatic,0,15498,I,Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,21,28,Two-seater Passenger Car,2
JRT68XYCJT7KSHJU6,Used,2022,Toyota,Corolla,4dr Car,4,Black,Black,4,Variable,54599,15498,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,30,38,4-door Compact Passenger Car,5
XS94FRDRXUDV6G9VN,Used,2019,Jaguar,XE,4dr Car,4,Black,Black,4,Automatic,56143,15498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,25,34,4-door Compact Passenger Car,5
TJ5L65YTVAMFBGGBX,New,2022,Hyundai,Sonata,4dr Car,4,Black,Black,4,Automatic,0,15498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,38,4-door Large Passenger Car,5
UF4P9C685JFCFXG9P,Used,2020,Nissan,Altima,4dr Car,4,Gray,Gray,4,Variable,70364,15498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
ZD4XREZCGDNTWUBW9,Used,2017,Chrysler,300,4dr Car,4,Gray,Black,6,Automatic,56166,15498,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,30,4-door Large Passenger Car,5
SK4DUGC6PKZ8E9GAG,Used,2020,Chevrolet,Colorado,Extended Cab Pickup,2,White,Gray,4,Automatic,63626,15498,I,Gas I4 2.5L/150,RWD,Gasoline Fuel,20,26,2WD Small Pickup Trucks,4
M8YLM6U13WGJE18FP,Used,2018,Hyundai,Sonata,4dr Car,4,White,Black,4,Automatic,34537,15498,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,FWD,Gasoline Fuel,28,37,4-door Large Passenger Car,5
31G84EVEU5AB0EABC,Used,2016,Subaru,Crosstrek,Sport Utility,4,Blue,Beige,4,Variable,79815,15498,,Regular Unleaded H-4 2.0 L/122,AWD,Gasoline Fuel,26,34,4WD Sport Utility Vehicles,5
LARYCEM1THXA1LCCM,Used,2020,Mitsubishi,Outlander Sport,Sport Utility,4,Blue,Black,4,Variable,27742,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,24,30,2WD Sport Utility Vehicles,5
NBHBB1XV60KKA39D1,New,2015,BMW,4 Series,Convertible,2,Silver,Black,4,Automatic,0,15498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,23,34,2-door Sub-Compact Passenger Car,4
K70T030AME08UF58K,Used,2016,Lincoln,MKX,Sport Utility,4,Silver,Black,6,Automatic,77745,15498,V,Regular Unleaded V-6 3.7 L/227,AWD,Gasoline Fuel,16,23,4WD Sport Utility Vehicles,5
4WV2B3B2CVHRAU66H,Used,2022,Hyundai,Elantra,4dr Car,4,Black,Gray,4,Variable,27143,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,31,41,4-door Mid-Size Passenger Car,5
PPMFXEDANBERZLZ5H,New,2018,Nissan,Maxima,4dr Car,4,Black,Gray,6,Variable,0,15498,V,Premium Unleaded V-6 3.5 L/213,FWD,Gasoline Fuel,21,30,4-door Mid-Size Passenger Car,5
Y7FSBM6N68WS5LXBG,Used,2022,Nissan,Sentra,4dr Car,4,Red,Black,4,Variable,27903,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
MYL34BNV7CBK42H94,Used,2022,Nissan,Altima,4dr Car,4,Blue,Gray,4,Variable,54858,15498,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
AFLJ48U62SDUURSLH,New,2021,Honda,Civic Sedan,4dr Car,4,Black,Black,4,Variable,0,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,38,4-door Mid-Size Passenger Car,5
B8L7PJ8LRXNJNTXCK,Used,2020,Honda,Civic Sedan,4dr Car,4,White,Beige,4,Variable,70555,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,30,38,4-door Mid-Size Passenger Car,5
Y4NVPJXD10RM71YB9,Used,2018,Kia,Stinger,4dr Car,4,Gray,Black,4,Automatic,74881,15498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,22,29,4-door Mid-Size Passenger Car,5
GV07AH2DVL9LVG22A,Used,2022,Volkswagen,Jetta,4dr Car,4,Black,Black,4,Automatic,41025,15498,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,31,41,4-door Compact Passenger Car,5
DTCDX38SYK58N7L5C,Used,2022,Nissan,Sentra,4dr Car,4,Red,Black,4,Variable,50755,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
SMA2ZD8CNZFWE1UW6,Used,2020,Hyundai,Kona,Sport Utility,4,Black,Black,4,Automatic,40070,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,27,33,2WD Sport Utility Vehicles,5
ABGPB21M2T23EN02B,New,2021,Hyundai,Elantra,4dr Car,4,Gray,Gray,4,Variable,0,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,31,41,4-door Mid-Size Passenger Car,5
52DFGRCLB7F5AW8KT,Used,2017,Honda,Accord Sedan,4dr Car,4,Black,Beige,4,Variable,54968,15498,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,27,36,4-door Mid-Size Passenger Car,5
DD9FR4YFZ58KD4LWL,Used,2021,Nissan,Rogue Sport,Sport Utility,4,Gray,Gray,4,Variable,78923,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,25,32,Small Wagon,5
HTFR65426ZV9GTU3X,Used,2017,Nissan,Rogue,Sport Utility,4,Red,Brown,4,Variable,61593,15498,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,25,32,4WD Sport Utility Vehicles,5
P4MH4UNWR1XYE8FDX,New,2020,Hyundai,Kona,Sport Utility,4,Black,Black,4,Automatic,0,15498,I,Regular Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,26,30,4WD Sport Utility Vehicles,5
W8PY3BFRRTNR185C7,New,2022,Kia,Sportage,Sport Utility,4,White,Black,4,Automatic,0,15498,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,23,30,2WD Sport Utility Vehicles,5
WC6F766F4R68KEXFB,Used,2019,Nissan,Altima,4dr Car,4,White,Gray,4,Variable,61732,15498,I,Regular Unleaded I-4 2.5 L/152,AWD,Gasoline Fuel,26,36,4-door Mid-Size Passenger Car,5
RGJ53M17GA945SDL9,Used,2020,Toyota,Corolla,4dr Car,4,Black,Black,4,Variable,67607,15498,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,30,38,4-door Compact Passenger Car,5
DF2T16MZ1N6W1NKUM,Used,2020,Honda,HR-V,Sport Utility,4,Black,Black,4,Variable,79325,15498,I,Regular Unleaded I-4 1.8 L/110,FWD,Gasoline Fuel,28,34,Small Wagon,5
WB78LVA8ES4GT03XA,New,2021,Nissan,Sentra,4dr Car,4,Silver,Gray,4,Variable,0,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
5Y1ZTBGHF0A6BSKBA,Used,2022,Kia,Sportage,Sport Utility,4,Blue,Black,4,Automatic,54896,15498,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,23,30,2WD Sport Utility Vehicles,5
2049RLTUF3KPM4H0N,New,2018,Alfa Romeo,Giulia,4dr Car,4,Black,Tan,4,Automatic,0,15498,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,24,33,4-door Mid-Size Passenger Car,5
HMBVN95L8NNSRCR1Z,New,2021,Kia,Sportage,Sport Utility,4,Black,Gray,4,Automatic,0,15498,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,23,30,2WD Sport Utility Vehicles,5
DC7DJH8XCPBWKM5YB,Used,2017,Chrysler,300,4dr Car,4,White,Black,6,Automatic,75382,15498,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,30,4-door Large Passenger Car,5
L11PYBBZZ4KAWSNF6,Used,2020,Mitsubishi,Outlander,Sport Utility,4,Black,Black,4,Variable,55282,15498,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,25,30,2WD Sport Utility Vehicles,7
2TAR27UDUHWA33Y7Y,Used,2022,Mitsubishi,Eclipse Cross,Sport Utility,4,Silver,Gray,4,Variable,79883,15498,I,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,25,28,2WD Sport Utility Vehicles,5
368D4YWCWVH5T80C4,Used,2022,Kia,Forte,4dr Car,4,Orange,Black,4,Variable,23001,15498,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
W7DKPAF7B2S4ZDTGK,Used,2018,Toyota,Camry,4dr Car,4,,Black,4,Automatic,48709,15797,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,29,41,4-door Mid-Size Passenger Car,5
A2AS0YZYKEN8ER029,Used,2019,Honda,Civic Hatchback,Hatchback,4,White,Black,4,Variable,64893,15798,I,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,FWD,Gasoline Fuel,30,36,4-door Large Passenger Car,5
SPLU4RBH4R55NWJES,Used,2022,Nissan,Sentra,4dr Car,4,Black,Black,4,Variable,15496,15898,I,Regular Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,29,39,4-door Mid-Size Passenger Car,5
WEMRNSY5XG58NRDS8,Used,2023,Chevrolet,Malibu,4dr Car,4,Black,Black,4,Automatic,36218,15898,I,Turbocharged Gas I4 1.5L/91,FWD,Gasoline Fuel,27,35,4-door Mid-Size Passenger Car,5
BNCZ91EHTUJ7NCWP2,Used,2016,Honda,CR-V,Sport Utility,4,White,Tan,4,Variable,76626,15898,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,26,33,2WD Sport Utility Vehicles,5
KNCLA6ZGLYFXGJ0J3,New,2023,Chevrolet,Malibu,4dr Car,4,Gray,Black,4,Automatic,0,15898,I,Turbocharged Gas I4 1.5L/91,FWD,Gasoline Fuel,27,35,4-door Mid-Size Passenger Car,5
HKSLRP12PR376EF9G,New,2021,Nissan,Rogue Sport,Sport Utility,4,Green,Gray,4,Variable,0,15997,I,Regular Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,24,30,Small Wagon,5
S0JA43C1ZK5P1L2G1,Used,2018,Dodge,Challenger,2dr Car,2,Orange,Black,6,Automatic,58250,15997,V,Regular Unleaded V-6 3.6 L/220,RWD,Gasoline Fuel,19,30,2-door Mid-Size Passenger Car,5
223GZN8YKU30RMXCD,Used,2017,Honda,Accord Sedan,4dr Car,4,Black,Black,4,Variable,66470,15997,I,Regular Unleaded I-4 2.4 L/144,FWD,Gasoline Fuel,27,36,4-door Mid-Size Passenger Car,5
RUEW5FHTES16KTYXL,Used,2021,Nissan,Altima,4dr Car,4,Silver,Sport,4,Variable,37336,15997,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,39,4-door Mid-Size Passenger Car,5
MAJTCYCMZHJUF8AFN,Used,2021,Nissan,Altima,4dr Car,4,Gray,Gray,4,Variable,51413,15997,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
Y350JTAUBWUA9DGZ2,New,2021,Hyundai,Sonata,4dr Car,4,Blue,Black,4,Automatic,0,15997,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,28,38,4-door Large Passenger Car,5
FJE3MXU54RUVFDPK8,Used,2015,Honda,Odyssey,"Mini-van, Passenger",4,Silver,Gray,6,Automatic,59092,15998,V,Regular Unleaded V-6 3.5 L/212,FWD,Gasoline Fuel,19,28,2WD Minivans,8
S71JW2CHWCR9XJWHX,Used,2017,BMW,2 Series,Convertible,2,White,Black,4,Automatic,55948,15998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,RWD,Gasoline Fuel,23,34,2-door Sub-Compact Passenger Car,4
3AABV343PMWX8WLAH,Used,2021,Kia,Seltos,Sport Utility,4,Black,Black,4,Automatic,65487,15998,I,Intercooled Turbo Regular Unleaded I-4 1.6 L/97,AWD,Gasoline Fuel,25,30,4WD Sport Utility Vehicles,5
RH22876B7KGV3C32P,Used,2018,Hyundai,Santa Fe Sport,Sport Utility,4,White,Black,4,Automatic,70521,15998,I,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,19,26,4WD Sport Utility Vehicles,5
TADG8C4NMM0TATKKU,Used,2021,Kia,Seltos,Sport Utility,4,Gray,Black,4,Variable,46910,15998,I,Regular Unleaded I-4 2.0 L/122,AWD,Gasoline Fuel,27,31,4WD Sport Utility Vehicles,5
SPEWRABS4FKERN7CF,Used,2016,Mercedes-Benz,E-Class,4dr Car,4,Black,Brown,6,Automatic,55284,15998,V,Premium Unleaded V-6 3.5 L/213,RWD,Gasoline Fuel,20,29,4-door Mid-Size Passenger Car,5
4ZH3RMMETYWCUL36X,New,2016,Lexus,NX 200t,Sport Utility,4,Black,Beige,4,Automatic,0,15998,I,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,FWD,Gasoline Fuel,22,28,2WD Sport Utility Vehicles,5
VN5P3PRVZY3XT7MN4,Used,2022,Nissan,Altima,4dr Car,4,Blue,Sport,4,Variable,53313,15998,I,Regular Unleaded I-4 2.5 L/152,FWD,Gasoline Fuel,27,37,4-door Mid-Size Passenger Car,5
