Type,VIN,Year,Make,Body,Doors,Int_Color_Generic,Transmission,Miles,SellingPrice,BookValue,Ext_Color_Generic,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity
New,GESDSZVJGFZEHXAPF,2019,Hyundai,3dr Car,3,Black,Manual,0,13997,14203,Gray,FWD,Gasoline Fuel,26,33,4
Used,UW4YBFRXGBG04WPFU,2021,Chevrolet,4dr Car,4,Black,Automatic,66598,13997,18197,Gray,FWD,Gasoline Fuel,29,36,5
New,HWDXNUCX8X8XVFYFC,2021,Kia,Sport Utility,4,Black,Variable,0,13998,13998,White,AWD,Gasoline Fuel,27,31,5
Used,WMZ9NU4VY6YVAC9NU,2018,INFINITI,Sport Utility,4,Gray,Automatic,66750,13998,13998,Red,FWD,Gasoline Fuel,24,33,5
Used,5VAXJYMTHYYAHNLHL,2023,Chevrolet,4dr Car,4,Black,Automatic,63045,13998,13998,White,FWD,Gasoline Fuel,27,35,5
Used,42ZH13P04CHFSJSU2,2018,Jaguar,4dr Car,4,Tan,Automatic,71766,13998,13998,Blue,AWD,Gasoline Fuel,24,34,5
Used,3G38XERR7CUF8JJVA,2018,Hyundai,Sport Utility,4,Black,Automatic,71233,13998,13998,Gray,FWD,Gasoline Fuel,28,32,5
New,W018HCL7EH6T5RC8N,2022,Hyundai,4dr Car,4,Gray,Variable,0,13998,13998,Blue,FWD,Gasoline Fuel,33,43,5
Used,12RULZEPA1PPVXSCD,2018,Mazda,4dr Car,4,Black,Automatic,66707,13998,13998,Gray,FWD,Gasoline Fuel,27,36,5
Used,5SVDGAGDU9J54F2VB,2017,Audi,4dr Car,4,Black,Automatic,68502,13998,13998,Black,FWD,Gasoline Fuel,25,33,5
Used,GNCY1VALLUNNTY351,2019,Mitsubishi,Sport Utility,4,Black,Variable,48026,13998,13998,Red,FWD,Gasoline Fuel,26,29,5
Used,P17UZ87ZRASF4LK5H,2023,Hyundai,4dr Car,4,Black,Automatic,60183,13998,17712,Black,FWD,Gasoline Fuel,28,38,5
Used,10UZJTZE3KLM8S1XT,2018,Mercedes-Benz,Sport Utility,4,Black,Automatic,77115,13998,14045,Black,FWD,Gasoline Fuel,24,33,5
Used,E70JK8CLHGCDEE8JS,2019,Honda,4dr Car,4,Black,Variable,61264,13998,18117,Red,FWD,Gasoline Fuel,30,38,5
Used,LD1CR1VNDB0F3YAH9,2016,Dodge,2dr Car,2,Black,Automatic,73648,13998,15188,Blue,RWD,Gasoline Fuel,19,30,5
Used,EK2P4WHVHVS81BYHW,2020,Mitsubishi,Sport Utility,4,Black,Variable,43884,13998,17149,White,FWD,Gasoline Fuel,25,30,7
Used,L7KNWF7UEJAG4VCSP,2021,Nissan,4dr Car,4,Gray,Variable,58287,13998,17569,White,FWD,Gasoline Fuel,28,39,5
Used,3PKCRA1YML5EN8BZG,2021,Hyundai,4dr Car,4,Gray,Variable,51646,13998,14573,Red,FWD,Gasoline Fuel,33,43,5
Used,BNS8FK4KE93Y84M4N,2021,Nissan,4dr Car,4,Gray,Variable,77228,13998,16045,White,FWD,Gasoline Fuel,29,39,5
Used,FG4X562F0EVF2BY1D,2018,Jeep,Sport Utility,4,Black,Automatic,72696,13998,15491,Blue,4WD,Gasoline Fuel,22,30,5
Used,LTD88AM9J1XF1VYMJ,2022,Hyundai,4dr Car,4,Gray,Variable,79576,13998,15604,White,FWD,Gasoline Fuel,31,41,5
New,J3HKAB0FTLUSCG3KA,2019,Nissan,4dr Car,4,Gray,Variable,0,13998,0,White,FWD,Gasoline Fuel,29,37,5
Used,C4SCV9STARNZD5G5T,2019,Volkswagen,Hatchback,4,Black,Manual,55810,13998,14439,Silver,FWD,Gasoline Fuel,29,37,5
Used,TPGXEYFFT47FTWLPH,2019,Nissan,4dr Car,4,Gray,Variable,49306,13998,15957,Blue,FWD,Gasoline Fuel,28,39,5
Used,AVJERRGL4S9CNRGZ0,2020,Nissan,4dr Car,4,Gray,Variable,72722,13998,0,Silver,FWD,Gasoline Fuel,29,39,5
Used,E75594U2EX9H9VVHV,2019,Nissan,Sport Utility,4,Gray,Variable,61376,13998,16322,Black,AWD,Gasoline Fuel,25,32,5
New,N9HXVTLMGH7GC78GX,2017,Lincoln,4dr Car,4,Black,Automatic,0,13998,16517,Black,AWD,Gasoline Fuel,20,28,5
New,EB7KSSJELNXAVJ485,2020,Kia,Sport Utility,4,Black,Automatic,0,13998,15633,Blue,AWD,Gasoline Fuel,22,26,5
Used,AEA2CRARU18MZL07N,2019,Hyundai,Sport Utility,4,Black,Automatic,63538,13998,16166,Black,AWD,Gasoline Fuel,21,26,5
New,B00DJ8YZNV1SLFYXK,2015,BMW,Hatchback,4,Black,Automatic,0,13998,0,Gray,AWD,Gasoline Fuel,22,33,5
Used,XHC68RXX6KA5FHLEF,2019,Hyundai,Sport Utility,4,Gray,Automatic,27844,13998,16294,Black,AWD,Gasoline Fuel,22,25,5
Used,LZMML5GM05F4SLLYU,2020,Nissan,4dr Car,4,Gray,Variable,70517,13998,16855,White,FWD,Gasoline Fuel,27,37,5
Used,PGWRVHM3268S7CEZL,2020,Toyota,4dr Car,4,Black,Variable,64941,13998,16284,Silver,FWD,Gasoline Fuel,30,38,5
Used,FWGAPGF42EA6WX4RK,2020,Hyundai,Sport Utility,4,Gray,Automatic,65418,13998,15499,Black,FWD,Gasoline Fuel,23,28,5
New,T7TEDCN5GH31X17MW,2017,Jeep,Sport Utility,4,Black,Automatic,0,13998,13650,Black,4WD,Gasoline Fuel,21,29,5
New,E5JVMJ5LSHVJ98UNM,2021,Hyundai,Sport Utility,4,Black,Automatic,0,13998,13225,Black,FWD,Gasoline Fuel,27,33,5
Used,5P72ZJW3UVWT52784,2019,Hyundai,4dr Car,4,Tan,Automatic,45256,13998,11875,Red,FWD,Gasoline Fuel,28,37,5
New,XPCAXDM8ZVNYR20A8,2020,Hyundai,4dr Car,4,Gray,Variable,0,13998,12300,Silver,FWD,Gasoline Fuel,30,40,5
Used,ADR3PRYZR3GNJ2JSC,2018,Nissan,Sport Utility,4,Gray,Variable,78533,13998,11350,Silver,AWD,Gasoline Fuel,25,32,5
New,ZW1CEX7BKEY2C3YF3,2018,Chevrolet,Sport Utility,4,Black,Automatic,0,13998,13000,Silver,FWD,Gasoline Fuel,26,32,5
Used,2PJJHZP5JDBNU0BEG,2018,Mitsubishi,Sport Utility,4,Black,Variable,53309,13998,11275,Black,4WD,Gasoline Fuel,23,29,5
New,4TZG0XRNS6CT6GHGG,2017,Hyundai,Sport Utility,4,Black,Automatic,0,13998,11675,Black,FWD,Gasoline Fuel,26,32,5
Used,R1R105H5ESJ813E9F,2021,Nissan,Sport Utility,4,Gray,Variable,76622,13998,13800,Black,FWD,Gasoline Fuel,31,36,5
Used,RYEWVTX03Y5514ECZ,2020,Nissan,4dr Car,4,Gray,Variable,73070,13998,12400,Silver,FWD,Gasoline Fuel,28,39,5
Used,WP78H06C5VJL7AYZL,2017,Nissan,Sport Utility,4,Gray,Variable,59804,13998,9900,Blue,FWD,Gasoline Fuel,20,27,7
Used,YCX1CS2L3DLJ133VX,2020,Chevrolet,Sport Utility,4,Black,Automatic,50047,13998,12650,White,FWD,Gasoline Fuel,26,31,5
Used,TWKZP6GNVDXFTX0B4,2020,Hyundai,4dr Car,4,Gray,Variable,35801,13998,13175,Red,FWD,Gasoline Fuel,30,40,5
New,GCXRX0P5CNWBS3SX7,2018,Volkswagen,Sport Utility,4,Black,Automatic,0,13998,12150,White,FWD,Gasoline Fuel,22,27,7
Used,A5W8AMKUTSSWANRXH,2018,Kia,Sport Utility,4,Black,Automatic,70314,13998,11550,Gray,FWD,Gasoline Fuel,21,28,5
New,BHBX0BPWA92N8836V,2022,Mazda,4dr Car,4,Black,Automatic,0,13998,16525,Blue,FWD,Gasoline Fuel,26,35,5
Used,FVRW1XNP8JWM03W9G,2018,Hyundai,4dr Car,4,Black,Automatic,43544,13998,16206,White,FWD,Gasoline Fuel,25,35,5
Used,X82KZ74XMBWDLKXNS,2020,Nissan,Sport Utility,4,Gray,Variable,52473,13998,0,Black,FWD,Gasoline Fuel,31,36,5
New,P1D86RUW7MGZE1P0W,2021,Hyundai,4dr Car,4,Gray,Automatic,0,13998,15314,Gray,FWD,Gasoline Fuel,28,38,5
Used,XF5HV552SZE3FDCKU,2018,Toyota,4dr Car,4,Gray,Variable,68700,13998,14255,White,FWD,Gasoline Fuel,28,36,5
Used,WNF0DY5FX72L7MFVW,2018,Nissan,Sport Utility,4,Gray,Variable,67772,13998,15543,Silver,FWD,Gasoline Fuel,26,33,5
Used,5XJ84BT6E54SVFAN6,2021,Nissan,Sport Utility,4,Gray,Variable,44755,13998,15979,White,FWD,Gasoline Fuel,31,36,5
Used,UJ9XB88ECTZT0WV2B,2020,Hyundai,4dr Car,4,Black,Variable,53300,13998,14433,Gray,FWD,Gasoline Fuel,30,40,5
Used,Y5UJ9A5GHB9KZ0F78,2020,Toyota,4dr Car,4,Gray,Variable,92943,13998,16057,White,FWD,Gasoline Fuel,31,40,5
Used,D4VCK16XNBFR8884L,2017,Honda,Hatchback,4,Black,Variable,70037,14197,14197,Black,FWD,Gasoline Fuel,31,40,5
Used,KURMDEHRVBAX9C6ER,2020,Toyota,4dr Car,4,Gray,Variable,56355,14197,16848,Black,FWD,Gasoline Fuel,30,38,5
Used,VR0F5VZW04CCNZ2D5,2021,Nissan,4dr Car,4,Gray,Variable,61344,14198,14198,Red,FWD,Gasoline Fuel,29,39,5
New,RJHHBHWSH2C62GATX,2023,Kia,4dr Car,4,Black,Variable,0,14198,14198,Blue,FWD,Gasoline Fuel,28,39,5
New,47MJ4DE1T6PTB25MU,2020,Toyota,4dr Car,4,Gray,Variable,0,14198,16611,White,FWD,Gasoline Fuel,30,38,5
Used,NMS6CTSRDAX104XC6,2019,Hyundai,3dr Car,3,Black,Automatic,70658,14198,0,Black,FWD,Gasoline Fuel,28,34,4
Used,M7GDUWRC75A7UVX00,2019,Honda,4dr Car,4,Gray,Variable,54593,14198,18693,Black,FWD,Gasoline Fuel,30,38,5
Used,GESU1FYKTEFHK15W1,2016,Toyota,4dr Car,4,Tan,Variable,72945,14198,17388,Blue,FWD,Hybrid Fuel,43,39,5
New,PN22ZGY537LRNMR7T,2018,Jeep,Sport Utility,4,Black,Automatic,0,14298,16141,Gray,4WD,Gasoline Fuel,21,29,5
Used,2LE01AGUXKD7FD1JK,2016,Hyundai,Sport Utility,4,Gray,Automatic,67975,14298,11400,Black,FWD,Gasoline Fuel,23,31,5
New,5H4ZHPGE5M16XHSBS,2019,Kia,4dr Car,4,Black,Automatic,0,14398,17195,Purple,FWD,Gasoline Fuel,27,37,5
Used,P7632GXKWARCWAHXN,2021,Volkswagen,4dr Car,4,Gray,Automatic,33525,14497,14497,Gray,FWD,Gasoline Fuel,29,39,5
New,XDL2VLP0KHCSY25WF,2019,Acura,4dr Car,4,Black,Automatic,0,14497,18624,White,FWD,Gasoline Fuel,24,34,5
Used,RRLKG77KB8CEM65RZ,2019,Dodge,2dr Car,2,Black,Automatic,78899,14497,17671,Black,RWD,Gasoline Fuel,19,30,5
New,SX6ASWFL3YWHD0N5X,2018,GMC,Sport Utility,4,Black,Automatic,0,14497,17042,Silver,FWD,Flex Fuel,22,28,5
New,DLTZLM0PV4F1XTP83,2020,Toyota,4dr Car,4,Black,Variable,0,14497,16649,Silver,FWD,Gasoline Fuel,30,38,5
Used,1W2XUCYU7BR72MDJR,2019,Volkswagen,Sport Utility,4,Gray,Automatic,72266,14498,14498,Gray,FWD,Gasoline Fuel,22,29,7
Used,AZ4CR1AUJEL6VWHE8,2020,Chevrolet,Sport Utility,4,Gray,Automatic,38315,14498,14498,Blue,FWD,Gasoline Fuel,26,31,5
New,ZYEXZRY94MSLFZGW1,2022,Hyundai,4dr Car,4,Black,Variable,0,14498,14498,Black,FWD,Gasoline Fuel,31,41,5
New,GPVC847NA3E4WH7S0,2017,Mercedes-Benz,Sport Utility,4,Black,Automatic,0,14498,14498,Black,AWD,Gasoline Fuel,18,23,5
Used,JJPHUNJNX7MY150V6,2020,Hyundai,Sport Utility,4,Black,Automatic,67578,14498,14498,Blue,FWD,Gasoline Fuel,23,28,5
Used,J3L1RGRWAGW85B8KJ,2019,Chevrolet,Sport Utility,4,Gray,Automatic,68488,14498,19025,Silver,FWD,Gasoline Fuel,22,29,5
New,PCL4BW4R659CNG6HL,2021,Honda,Sport Utility,4,Black,Variable,0,14498,17796,Black,FWD,Gasoline Fuel,28,34,5
Used,M4Z43XNT2FYKZWV0T,2019,Hyundai,Sport Utility,4,Gray,Automatic,39452,14498,17067,White,FWD,Gasoline Fuel,23,30,5
New,GT35N79FPEZLA6DH9,2017,BMW,Sport Utility,4,Black,Automatic,0,14498,15472,Black,RWD,Gasoline Fuel,21,28,5
New,5R97AHKLB49DCDLEY,2019,Ford,Sport Utility,4,Black,Automatic,0,14498,15908,Black,4WD,Gasoline Fuel,22,28,5
Used,ZRFYZBYHY0XWZEZ7V,2019,Ford,Sport Utility,4,Gray,Automatic,56725,14498,16353,White,4WD,Gasoline Fuel,21,27,5
New,WW0W50GN8XSCDW75Y,2018,BMW,Sport Utility,4,Black,Automatic,0,14498,15340,Blue,FWD,Gasoline Fuel,23,32,5
Used,PTXTFSHKLU2YUMDNX,2020,Nissan,4dr Car,4,Gray,Variable,48089,14498,15404,Silver,FWD,Gasoline Fuel,32,40,5
Used,Y191FN118JTCLJL36,2021,Hyundai,4dr Car,4,Black,Automatic,50046,14498,17653,Gray,FWD,Gasoline Fuel,28,38,5
Used,XDHMB96LWZA80X656,2018,Alfa Romeo,4dr Car,4,Black,Automatic,61642,14498,17150,Blue,RWD,Gasoline Fuel,24,33,5
Used,V4UT97076XY5R8MU2,2021,Hyundai,Sport Utility,4,Black,Automatic,37433,14498,18174,Silver,FWD,Gasoline Fuel,27,33,5
New,UV84RSGRT9HG7U4M2,2015,Mercedes-Benz,Sport Utility,4,Gray,Automatic,0,14498,0,Gray,AWD,Gasoline Fuel,24,32,5
Used,FT03MVJDH1R9A3ET5,2016,Honda,Sport Utility,4,Gray,Variable,69725,14498,16903,Blue,FWD,Gasoline Fuel,26,33,5
Used,195N21YMUW4EV2N27,2021,Kia,Hatchback,4,Black,Variable,67549,14498,14869,Black,FWD,Gasoline Fuel,29,35,5
Used,C9DE1JFHSZY3ZLU62,2020,Honda,Sport Utility,4,Black,Variable,66905,14498,17925,Black,FWD,Gasoline Fuel,28,34,5
Used,CP1GZETDPKKCAK5MF,2018,Hyundai,Sport Utility,4,Gray,Automatic,59412,14498,16143,White,FWD,Gasoline Fuel,18,25,7
Used,D9V2L0GK5NGNC2AL6,2021,Honda,Sport Utility,4,Black,Variable,47987,14498,17881,Black,FWD,Gasoline Fuel,28,34,5
New,U9296AALP4ENWLBSF,2021,Toyota,4dr Car,4,Gray,Variable,0,14498,17703,Metallic,FWD,Gasoline Fuel,30,38,5
Used,RCB1JXD5YAMZLPVE4,2018,Honda,Sport Utility,4,Gray,Variable,76459,14498,17971,Blue,AWD,Gasoline Fuel,25,31,5
Used,3FNRNDNX5EZHUNGFE,2020,Honda,4dr Car,4,Black,Variable,74832,14498,16063,Black,FWD,Gasoline Fuel,30,38,5
Used,BGHPN2VCBZKW5WPZW,2023,Kia,Hatchback,4,Gray,Variable,23979,14498,17500,Gray,FWD,Gasoline Fuel,29,35,5
New,Y5VUT0CL6DSLL42D4,2017,Subaru,Sport Utility,4,Black,Manual,0,14498,15625,Blue,AWD,Gasoline Fuel,22,28,5
Used,3KR8NM658GUUVVLK9,2018,Volkswagen,Sport Utility,4,Black,Automatic,68822,14498,12525,Black,FWD,Gasoline Fuel,22,27,7
Used,VY8UHYYM9R2PSUNHX,2021,Hyundai,4dr Car,4,Gray,Variable,58796,14498,13775,Silver,FWD,Gasoline Fuel,33,43,5
Used,T59Y59ST2NVW7KWHN,2020,Hyundai,4dr Car,4,Tan,Variable,43303,14498,12875,Black,FWD,Gasoline Fuel,30,40,5
New,AE9TU3HSUSBA8HBUJ,2018,Nissan,Sport Utility,4,Gray,Variable,0,14498,12225,Blue,FWD,Gasoline Fuel,26,33,5
New,264R287S3KKJB01WU,2017,Kia,4dr Car,4,Black,Automatic,0,14498,12025,Gray,FWD,Gasoline Fuel,20,28,5
Used,YXPTY34G7UZ59KYEN,2019,Nissan,4dr Car,4,Gray,Variable,69469,14498,12125,Black,FWD,Gasoline Fuel,28,39,5
New,K0ZWJ5YPPJGTMCS8X,2021,Nissan,Sport Utility,4,Gray,Variable,0,14498,14075,Black,FWD,Gasoline Fuel,31,36,5
New,GBN6DU45WBGPV7L6D,2018,Nissan,Sport Utility,4,Gray,Variable,0,14498,11225,Red,FWD,Gasoline Fuel,31,36,5
New,GTMN0ZT4LX4YMB19P,2021,Kia,4dr Car,4,Black,Variable,0,14498,13400,Red,FWD,Gasoline Fuel,29,40,5
Used,HEVDEF8J4Z7M5XWXA,2018,Hyundai,Sport Utility,4,Black,Automatic,77337,14498,11325,Black,FWD,Gasoline Fuel,21,28,5
Used,T72Y714FXS45GMVZ5,2021,Nissan,4dr Car,4,Gray,Variable,60110,14498,17318,Silver,FWD,Gasoline Fuel,29,39,5
Used,DY09JZEZGN7B6CH5G,2019,Hyundai,Sport Utility,4,Tan,Automatic,58214,14498,0,White,FWD,Gasoline Fuel,23,30,5
Used,4KYJB4X6DBZDLR7LA,2019,Hyundai,Sport Utility,4,Gray,Automatic,57389,14498,15633,Black,FWD,Gasoline Fuel,23,30,5
New,MU6XNAY9F1X9N528M,2017,Honda,4dr Car,4,Black,Variable,0,14498,15563,Silver,FWD,Gasoline Fuel,31,40,5
Used,GHFS41SMBBUN9HAU6,2021,Hyundai,Sport Utility,4,Gray,Automatic,55927,14498,17481,Black,FWD,Gasoline Fuel,23,28,5
Used,SVDA7CKJY71RRLTHG,2020,Kia,4dr Car,4,Black,Manual,57435,14498,16477,White,FWD,Gasoline Fuel,25,32,5
Used,26WZBE6H7UA554S7L,2021,Nissan,4dr Car,4,Gray,Variable,64945,14698,16958,White,FWD,Gasoline Fuel,28,37,5
New,VSWU269MBPER8Z56D,2021,Nissan,4dr Car,4,Gray,Variable,0,14798,14798,Silver,FWD,Gasoline Fuel,27,37,5
New,K9X5L65NWH4VB3YTY,2018,Honda,Hatchback,4,Black,Variable,0,14798,17028,Black,FWD,Gasoline Fuel,31,36,5
Used,RPVJTF971ZJ0HVNNE,2021,Nissan,4dr Car,4,Gray,Variable,62271,14798,15150,Red,FWD,Gasoline Fuel,29,39,5
Used,WH68VJFAEE9S90STC,2019,Kia,4dr Car,4,Black,Automatic,48069,14798,12650,White,FWD,Gasoline Fuel,24,33,5
Used,R9Y1W7LHVDF6W4XT3,2022,Kia,Sport Utility,4,Black,Automatic,40247,14898,18425,White,FWD,Gasoline Fuel,23,30,5
Used,CC3Y3VHBBHN7BX5PM,2021,Kia,4dr Car,4,Black,Automatic,75663,14898,18074,Silver,AWD,Gasoline Fuel,26,34,5
New,W8600GDKT9UFRU69R,2022,Kia,Hatchback,4,Black,Automatic,0,14997,14997,Red,FWD,Gasoline Fuel,27,32,5
Used,WUE8N1HEHS3EJCHRP,2017,Chevrolet,Sport Utility,4,Black,Automatic,66384,14997,14997,Gold,FWD,Gasoline Fuel,15,22,7
Used,ATUUTZMT9FGRW14L7,2018,Honda,4dr Car,4,Black,Variable,77265,14997,14997,Black,FWD,Gasoline Fuel,29,35,5
Used,VPLCM9LKP34SSKDHS,2018,BMW,Sport Utility,4,Black,Automatic,49495,14997,14997,Blue,AWD,Gasoline Fuel,22,31,5
Used,CMBGDW5YU9X1F4UFY,2021,Nissan,4dr Car,4,Gray,Variable,30833,14997,14997,Gray,FWD,Gasoline Fuel,29,39,5
Used,3VZZG8MDGTDP17NTJ,2016,Mercedes-Benz,Sport Utility,4,Gray,Automatic,65442,14997,19182,Gray,AWD,Gasoline Fuel,17,22,5
New,NE5KB4V5PBKC7PJZY,2022,Kia,Sport Utility,4,Gray,Automatic,0,14997,18527,Gray,FWD,Gasoline Fuel,23,30,5
New,UKKFALX2KKL9M3M12,2021,Volkswagen,4dr Car,4,Black,Automatic,0,14997,18013,Gray,FWD,Gasoline Fuel,29,39,5
Used,BHX515Z8Y1Y24VJ58,2020,Mazda,Sport Utility,4,Black,Automatic,75851,14998,14998,Blue,AWD,Gasoline Fuel,24,31,5
New,JMCDXHT4KYWYNE6HM,2016,Subaru,Sport Utility,4,Black,Variable,0,14998,14998,Gray,AWD,Gasoline Fuel,26,34,5
New,LV8D0SCCWY71MZWNR,2018,Volkswagen,Sport Utility,4,Black,Automatic,0,14998,14998,Red,FWD,Gasoline Fuel,18,25,7
Used,YTSXRDTZC9S60562D,2016,Jeep,Sport Utility,4,Black,Automatic,79019,14998,14998,Silver,4WD,Gasoline Fuel,21,28,5
Used,G635B6YUFEHHZ1M9K,2023,Nissan,4dr Car,4,,Variable,32778,14998,14998,Red,FWD,Gasoline Fuel,29,39,5
Used,SY85F8C7GG5H8DTDV,2021,Mazda,4dr Car,4,Black,Automatic,70547,14998,14998,White,FWD,Gasoline Fuel,26,35,5
New,PV7RCCAU2TA4EV7N1,2018,Nissan,4dr Car,4,Gray,Variable,0,14998,14998,Black,FWD,Gasoline Fuel,21,30,5
New,ZA1BRZUSWN8G1D1N4,2020,Nissan,Sport Utility,4,Gray,Variable,0,14998,14998,Black,FWD,Gasoline Fuel,31,36,5
Used,LL51XLJVHX8SFB3BH,2018,Ford,Convertible,2,Black,Automatic,69015,14998,16497,Red,RWD,Gasoline Fuel,20,28,4
Used,JK8E3Y5Y9S21G6FPA,2018,Honda,4dr Car,4,Gray,Variable,72548,14998,19018,Tan,FWD,Gasoline Fuel,30,38,5
Used,BBC351RU8TE5CYG0H,2017,Chrysler,4dr Car,4,Black,Automatic,78176,14998,17823,Gray,AWD,Gasoline Fuel,18,27,5
Used,ABJMNA48PXJSMGZMW,2019,Ram,Regular Cab Pickup,2,Gray,Automatic,71380,14998,19254,White,RWD,Gasoline Fuel,15,22,3
Used,GK0M03V3TZHVRKBHK,2018,Mercedes-Benz,Sport Utility,4,Black,Automatic,73921,14998,0,White,FWD,Gasoline Fuel,24,33,5
New,R9NJ9N93MH1DKD0G0,2021,Kia,4dr Car,4,Black,Variable,0,14998,17541,Black,FWD,Gasoline Fuel,29,40,5
New,2SAUUYY3SJSC74LLA,2020,Hyundai,Sport Utility,4,Black,Automatic,0,14998,17410,Gray,FWD,Gasoline Fuel,22,29,5
Used,SBDSWY8HGTTAM8RH9,2018,Hyundai,Sport Utility,4,Black,Automatic,65162,14998,15010,Black,FWD,Gasoline Fuel,28,32,5
Used,NEXXTM01N3YVKFDR5,2019,Hyundai,4dr Car,4,Black,Automatic,57633,14998,16511,Gray,FWD,Gasoline Fuel,25,33,5
Used,HZ077D652Z51RANSG,2021,Toyota,4dr Car,4,Black,Variable,63129,14998,18657,Red,FWD,Gasoline Fuel,30,38,5
Used,3KFNAFFYGXBTWCYKR,2020,Honda,4dr Car,4,Black,Variable,74314,14998,16192,Gray,FWD,Gasoline Fuel,30,38,5
Used,A9AXHFX4BV3PV7C0Z,2020,Subaru,Hatchback,4,,Variable,71084,14998,16220,Red,AWD,Gasoline Fuel,28,36,5
New,3N0CLV33H62JVGBBE,2021,Kia,Hatchback,4,Black,Variable,0,14998,15755,Black,FWD,Gasoline Fuel,29,35,5
New,5L7SFFDC2LP3VKY3J,2020,Nissan,4dr Car,4,Gray,Variable,0,14998,17156,White,FWD,Gasoline Fuel,28,39,5
New,2JPRYLC8L52Z8UHAW,2018,Honda,2dr Car,2,Black,Variable,0,14998,18156,Gray,FWD,Gasoline Fuel,31,40,5
Used,XZLUZLB0V3MJ2NM36,2021,Honda,Sport Utility,4,Black,Variable,75339,14998,17563,Brown,AWD,Gasoline Fuel,26,31,5
New,AL25REMZ7AB8KNHA2,2021,Toyota,4dr Car,4,Gray,Variable,0,14998,17703,Blue,FWD,Gasoline Fuel,30,38,5
Used,ZTWNE1EN5J73M4A3B,2021,Honda,Sport Utility,4,Black,Variable,38291,14998,18498,Black,FWD,Gasoline Fuel,28,34,5
New,37S1D1S9W2W544282,2024,Nissan,4dr Car,4,Gray,Variable,0,14998,17407,Black,FWD,Gasoline Fuel,30,40,5
Used,HJP9VTFK4Y88X70SX,2019,Chevrolet,Extended Cab Pickup,2,Gray,Automatic,68030,14998,15474,White,RWD,Gasoline Fuel,20,26,2
Used,U99DZUP5SAVCHT9PP,2021,Hyundai,4dr Car,4,Gray,Variable,34752,14998,18229,Black,FWD,Gasoline Fuel,31,41,5
Used,SJD34J8FNVJE8GZ7W,2021,Kia,Sport Utility,4,Black,Automatic,47553,14998,16722,White,FWD,Gasoline Fuel,23,30,5
Used,YDK40UCN2YUK7MJKM,2021,Hyundai,Sport Utility,4,Black,Automatic,66299,14998,14050,Silver,FWD,Gasoline Fuel,27,33,5
New,DU0R33PULS8H491T1,2018,Nissan,Sport Utility,4,Gray,Variable,0,14998,12625,Silver,FWD,Gasoline Fuel,26,33,5
New,SKKEXJETVVZD3B2NX,2019,Kia,4dr Car,4,Black,Automatic,0,14998,12325,Black,FWD,Gasoline Fuel,24,33,5
Used,BEA68T092J5S1T2EE,2020,Nissan,Sport Utility,4,Gray,Variable,65504,14998,13950,Blue,FWD,Gasoline Fuel,26,33,5
Used,5RK0FNBSKWXVFJXV5,2021,Nissan,4dr Car,4,Gray,Variable,41362,14998,14350,Gray,FWD,Gasoline Fuel,29,39,5
Used,GKEJVSF7TNNK6JWK4,2021,Nissan,4dr Car,4,Gray,Variable,78660,14998,14350,Black,FWD,Gasoline Fuel,29,39,5
Used,UUHUP57F1C05SWESU,2018,Volkswagen,Sport Utility,4,Gray,Automatic,64722,14998,12900,Blue,FWD,Gasoline Fuel,22,27,7
Used,SG3JU5HC33B300HNM,2019,Hyundai,4dr Car,4,Tan,Automatic,59472,14998,13225,Black,FWD,Gasoline Fuel,25,33,5
Used,KFZXTSJ0TZNVZHSCX,2019,Kia,4dr Car,4,Black,Automatic,51370,14998,12250,White,FWD,Gasoline Fuel,24,33,5
New,LRYP7NJ1G3S8K67AL,2017,Audi,4dr Car,4,Black,Automatic,0,14998,13275,Gray,AWD,Gasoline Fuel,24,31,5
Used,KJ3VJXT0F140TN30F,2020,Kia,4dr Car,4,Black,Automatic,59198,14998,12675,Gray,FWD,Gasoline Fuel,24,32,5
Used,HNR0XNR99JYS631F5,2020,Nissan,4dr Car,4,,Variable,76764,14998,13950,Red,FWD,Gasoline Fuel,27,37,5
Used,S7MHKN3MY4KNKTNJ0,2016,Jeep,Convertible,4,Black,Automatic,93849,14998,17606,White,4WD,Gasoline Fuel,16,20,5
Used,X88T5TJ2S28ULHJSS,2017,Toyota,4dr Car,4,Black,Automatic,67726,14998,16659,Black,FWD,Gasoline Fuel,24,33,5
Used,42GMX7R5PFLA9B3UW,2022,Toyota,4dr Car,4,Gray,Variable,43365,15197,15197,Silver,FWD,Gasoline Fuel,30,38,5
Used,FYA3FRN7YPT0FETK9,2015,Dodge,2dr Car,2,Black,Automatic,35688,15198,15198,White,RWD,Gasoline Fuel,19,30,5
Used,YS8XK05BZ0MA7XBFM,2015,Mercedes-Benz,Sport Utility,4,Black,Automatic,79271,15198,15363,Black,AWD,Gasoline Fuel,17,22,5
Used,LYKBW5B29ZPZZV6HL,2018,Honda,4dr Car,4,Gray,Variable,54293,15198,0,,FWD,Gasoline Fuel,31,40,5
Used,TW1VPFREFA45JF2PZ,2017,BMW,Hatchback,4,Black,Automatic,74131,15198,16673,White,RWD,Gasoline Fuel,23,34,5
Used,2JHU6JHZNSWL10WN6,2018,Nissan,Sport Utility,4,Gray,Variable,47206,15198,13675,Silver,AWD,Gasoline Fuel,25,32,5
